['1', '杨晓华', '私募证券投资基金管理人', '上海市', 'P1000182', '2011-03-15', '2014-03-17']
['7', '康伟', '私募证券投资基金管理人', '上海市', 'P1000684', '2010-07-30', '2014-04-01']
['8', '胡国权', '私募证券投资基金管理人', '上海市', 'P1000685', '2012-12-06', '2014-04-01']
['9', '王智宏', '私募证券投资基金管理人', '上海市', 'P1000686', '2011-05-09', '2014-04-01']
['10', '陈海锋', '私募证券投资基金管理人', '深圳市', 'P1000687', '2012-05-21', '2014-04-01']
['11', '张育新', '私募证券投资基金管理人', '上海市', 'P1000688', '2004-04-27', '2014-04-01']
['12', '林存', '私募证券投资基金管理人', '深圳市', 'P1000689', '2007-10-19', '2014-04-01']
['13', '袁亚康', '私募证券投资基金管理人', '深圳市', 'P1000690', '2007-07-06', '2014-04-01']
['14', '王歆', '私募证券投资基金管理人', '上海市', 'P1000691', '2007-04-13', '2014-04-01']
['15', '赵汉忠', '私募股权、创业投资基金管理人', '上海市', 'P1000692', '2010-10-28', '2014-04-01']
['16', '汪群斌', '私募股权、创业投资基金管理人', '安徽省', 'P1000693', '2012-02-14', '2014-04-01']
['17', '殷一民', '私募股权、创业投资基金管理人', '深圳市', 'P1000694', '2010-10-18', '2014-04-01']
['18', '吴晓珊', '私募股权、创业投资基金管理人', '深圳市', 'P1000695', '2011-03-17', '2014-04-01']
['19', '王恕慧', '私募股权、创业投资基金管理人', '广东省', 'P1000696', '2011-08-01', '2014-04-01']
['20', '殷连臣', '私募股权、创业投资基金管理人', '青岛市', 'P1000697', '2013-04-24', '2014-04-01']
['1', '康青山', '私募股权、创业投资基金管理人', '江苏省', 'P1000698', '2010-05-10', '2014-04-01']
['2', '彭志云', '私募股权、创业投资基金管理人', '上海市', 'P1000699', '2011-04-15', '2014-04-01']
['3', '刘昆', '私募股权、创业投资基金管理人', '北京市', 'P1000700', '2009-12-01', '2014-04-01']
['4', '倪新贤', '私募股权、创业投资基金管理人', '上海市', 'P1000702', '2012-03-15', '2014-04-01']
['5', '康青山', '私募股权、创业投资基金管理人', '厦门市', 'P1000703', '2010-08-19', '2014-04-01']
['6', '江晓松', '私募股权、创业投资基金管理人', '上海市', 'P1000704', '2013-01-24', '2014-04-01']
['7', '闵建国', '私募股权、创业投资基金管理人', '江苏省', 'P1000705', '2008-07-30', '2014-04-01']
['8', '刘澄伟', '私募股权、创业投资基金管理人', '江苏省', 'P1000706', '2013-09-24', '2014-04-01']
['9', '张英飚', '私募证券投资基金管理人', '深圳市', 'P1000279', '2007-03-29', '2014-04-09']
['10', '孙建冬', '私募证券投资基金管理人', '北京市', 'P1000280', '2010-03-10', '2014-04-09']
['11', '李安民', '私募股权、创业投资基金管理人', '北京市', 'P1000281', '2010-09-25', '2014-04-09']
['12', '郑伟鹤', '私募股权、创业投资基金管理人', '深圳市', 'P1000285', '2000-06-26', '2014-04-09']
['13', '高蕾', '私募证券投资基金管理人', '北京市', 'P1000286', '2010-11-30', '2014-04-09']
['14', '夏晓辉', '私募证券投资基金管理人', '上海市', 'P1000298', '2004-08-25', '2014-04-09']
['15', '杨力', '私募证券投资基金管理人', '深圳市', 'P1000306', '2013-01-21', '2014-04-09']
['16', '陈锋', '私募证券投资基金管理人', '深圳市', 'P1000312', '2008-05-19', '2014-04-09']
['17', '张高', '私募证券投资基金管理人', '上海市', 'P1000316', '2007-11-10', '2014-04-09']
['18', '蒋国云', '私募证券投资基金管理人', '深圳市', 'P1000322', '2010-01-18', '2014-04-09']
['19', '周伟', '私募证券投资基金管理人', '广东省', 'P1000325', '2007-06-26', '2014-04-09']
['20', '刘睿', '私募证券投资基金管理人', '西藏自治区', 'P1000433', '2012-03-09', '2014-04-09']
['1', '周枫', '私募证券投资基金管理人', '北京市', 'P1000448', '2009-02-19', '2014-04-09']
['2', '吕艳梅', '私募证券投资基金管理人', '北京市', 'P1000453', '2008-09-24', '2014-04-09']
['3', '单祥双', '私募证券投资基金管理人', '深圳市', 'P1000485', '2000-12-04', '2014-04-09']
['4', '肖水龙', '私募股权、创业投资基金管理人', '深圳市', 'P1000508', '2007-08-21', '2014-04-09']
['5', '宋笑宇', '私募股权、创业投资基金管理人', '北京市', 'P1000512', '2011-07-15', '2014-04-09']
['6', '汪超涌', '私募股权、创业投资基金管理人', '北京市', 'P1000514', '1999-05-17', '2014-04-09']
['7', '段小光', '私募股权、创业投资基金管理人', '江苏省', 'P1000515', '2009-07-09', '2014-04-09']
['8', '刘睿', '私募证券投资基金管理人', '四川省', 'P1000557', '2008-01-29', '2014-04-09']
['9', '张晓君', '私募证券投资基金管理人', '天津市', 'P1000573', '2009-11-25', '2014-04-09']
['10', '郑宇', '私募证券投资基金管理人', '上海市', 'P1000707', '2012-04-17', '2014-04-09']
['11', '周理', '私募证券投资基金管理人', '上海市', 'P1000708', '2012-02-01', '2014-04-09']
['12', 'WANG YIPING', '私募证券投资基金管理人', '深圳市', 'P1000709', '2013-06-14', '2014-04-09']
['13', '范永武', '深圳市', 'P1000710', '2012-09-04', '2014-04-09']
['14', '孙建冬', '私募证券投资基金管理人', '天津市', 'P1000711', '2011-11-02', '2014-04-09']
['15', '林成栋', '私募证券投资基金管理人', '上海市', 'P1000712', '2013-04-28', '2014-04-09']
['16', '曾晓洁', '私募证券投资基金管理人', '西藏自治区', 'P1000713', '2013-08-02', '2014-04-09']
['17', '周晓询', '私募证券投资基金管理人', '深圳市', 'P1000714', '2011-01-31', '2014-04-09']
['18', '张跃波', '私募证券投资基金管理人', '上海市', 'P1000715', '2009-03-02', '2014-04-09']
['19', '刘业伟', '私募证券投资基金管理人', '北京市', 'P1000716', '2013-11-25', '2014-04-09']
['20', '余荣华', '私募证券投资基金管理人', '广东省', 'P1000717', '2009-12-16', '2014-04-09']
['1', '田宇', '私募股权、创业投资基金管理人', '四川省', 'P1000718', '2008-06-06', '2014-04-09']
['2', '高国华', '私募股权、创业投资基金管理人', '北京市', 'P1000719', '2009-07-13', '2014-04-09']
['3', '刘澄伟', '私募股权、创业投资基金管理人', '江苏省', 'P1000720', '2013-08-16', '2014-04-09']
['4', '刘澄伟', '其他私募投资基金管理人', '江苏省', 'P1000721', '2001-11-28', '2014-04-09']
['5', '白国红', '私募股权、创业投资基金管理人', '重庆市', 'P1000722', '2010-07-22', '2014-04-09']
['6', '王鹤飞', '私募股权、创业投资基金管理人', '北京市', 'P1000723', '2013-01-25', '2014-04-09']
['7', '程景东', '私募股权、创业投资基金管理人', '天津市', 'P1000724', '2008-09-17', '2014-04-09']
['8', '殷意', '私募股权、创业投资基金管理人', 'P1000725', '2010-07-07', '2014-04-09']
['9', '陈启宇', '私募股权、创业投资基金管理人', '西藏自治区', 'P1000726', '2011-09-09', '2014-04-09']
['10', '赵汉忠', '私募股权、创业投资基金管理人', '上海市', 'P1000727', '2010-12-15', '2014-04-09']
['11', '祝捷', '私募股权、创业投资基金管理人', '北京市', 'P1000728', '2012-04-20', '2014-04-09']
['12', '韩宇泽', '私募股权、创业投资基金管理人', '新疆维吾尔自治区', 'P1000730', '2011-06-14', '2014-04-09']
['13', '单学', '私募股权、创业投资基金管理人', '天津市', 'P1000731', '2011-02-28', '2014-04-09']
['14', '高政', '私募证券投资基金管理人', '上海市', 'P1000732', '2010-07-29', '2014-04-09']
['15', '王永华', '私募股权、创业投资基金管理人', '浙江省', 'P1000733', '2012-12-20', '2014-04-09']
['16', '赵汉忠', '私募股权、创业投资基金管理人', '浙江省', 'P1000734', '2013-06-14', '2014-04-09']
['17', '邓向东', '私募股权、创业投资基金管理人', '北京市', 'P1000735', '2013-09-11', '2014-04-09']
['18', '温旭伟', '私募股权、创业投资基金管理人', '江苏省', 'P1000737', '2012-05-11', '2014-04-09']
['19', '沈正宁', '私募股权、创业投资基金管理人', '北京市', 'P1000738', '2009-12-07', '2014-04-09']
['20', '杨睿', '私募股权、创业投资基金管理人', '天津市', 'P1000739', '2010-10-21', '2014-04-09']
['1', '熊钢', '私募股权、创业投资基金管理人', '深圳市', 'P1000740', '2009-11-20', '2014-04-09']
['2', '李宇辉', '私募股权、创业投资基金管理人', '上海市', 'P1000741', '2010-02-05', '2014-04-09']
['3', '唐兴宇', '私募股权、创业投资基金管理人', '北京市', 'P1000742', '2010-05-18', '2014-04-09']
['4', '冯伟', '私募股权、创业投资基金管理人', '广东省', 'P1000743', '2011-02-17', '2014-04-09']
['5', '龚智坚', '其他私募投资基金管理人', '福建省', 'P1000745', '2013-03-28', '2014-04-09']
['6', '吴忠', '私募股权、创业投资基金管理人', '四川省', 'P1000746', '2009-03-18', '2014-04-09']
['7', '李莉', '私募股权、创业投资基金管理人', '天津市', 'P1000747', '2003-03-28', '2014-04-09']
['8', '李振明', '私募股权、创业投资基金管理人', '北京市', 'P1000748', '2012-09-11', '2014-04-09']
['9', '邓锋', '私募股权、创业投资基金管理人', '江苏省', 'P1000749', '2011-07-18', '2014-04-09']
['10', '殷连臣', '私募股权、创业投资基金管理人', '深圳市', 'P1000750', '2001-04-04', '2014-04-09']
['11', '邝子平', '私募股权、创业投资基金管理人', '北京市', 'P1000751', '2010-04-19', '2014-04-09']
['12', '彭震', '私募股权、创业投资基金管理人', '上海市', 'P1000752', '2011-08-19', '2014-04-09']
['13', '邓维', '私募股权、创业投资基金管理人', '湖北省', 'P1000753', '2011-03-21', '2014-04-09']
['14', '陈军', '私募股权、创业投资基金管理人', '陕西省', 'P1000754', '2012-12-13', '2014-04-09']
['15', '苍凤华', '私募股权、创业投资基金管理人', '湖南省', 'P1000755', '2011-10-14', '2014-04-09']
['16', '杜龙泉', '私募股权、创业投资基金管理人', '安徽省', 'P1000756', '2010-01-11', '2014-04-09']
['17', '赵蔚', '私募股权、创业投资基金管理人', '北京市', 'P1000757', '2011-09-23', '2014-04-09']
['18', '熊晓鸽', '私募股权、创业投资基金管理人', '北京市', 'P1000758', '2009-01-07', '2014-04-09']
['19', '刘珂', '私募股权、创业投资基金管理人', '湖北省', 'P1000759', '2012-12-17', '2014-04-09']
['20', '段小光', '私募股权、创业投资基金管理人', '江苏省', 'P1000760', '2013-09-13', '2014-04-09']
['1', '高鹏', '私募股权、创业投资基金管理人', '北京市', 'P1000761', '2011-12-12', '2014-04-09']
['2', '牟坤林', '私募股权、创业投资基金管理人', '安徽省', 'P1000762', '2012-01-16', '2014-04-09']
['3', '于淼', '私募股权、创业投资基金管理人', '北京市', 'P1000763', '2011-04-21', '2014-04-09']
['4', '邓锋', '私募股权、创业投资基金管理人', '北京市', 'P1000764', '2009-01-22', '2014-04-09']
['5', '朱顺平', '私募证券投资基金管理人', '上海市', 'P1000558', '2012-09-19', '2014-04-15']
['6', '鲁秀艳', '私募股权、创业投资基金管理人', '天津市', 'P1000908', '2008-11-10', '2014-04-15']
['7', '曹毅', '私募股权、创业投资基金管理人', '广东省', 'P1000937', '2013-06-28', '2014-04-15']
['8', '王伟东', '私募股权、创业投资基金管理人', '北京市', 'P1000288', '2007-03-07', '2014-04-17']
['9', '钟兆民', '私募证券投资基金管理人', '深圳市', 'P1000408', '2011-04-14', '2014-04-17']
['10', '李振宁', '私募证券投资基金管理人', '上海市', 'P1000416', '1997-12-26', '2014-04-17']
['11', '归江', '私募证券投资基金管理人', '上海市', 'P1000419', '2012-03-09', '2014-04-17']
['12', '庞道满', '私募证券投资基金管理人', '上海市', 'P1000422', '2007-07-12', '2014-04-17']
['13', '金毅', '私募证券投资基金管理人', '深圳市', 'P1000429', '2006-06-06', '2014-04-17']
['14', '祝朝安', '私募证券投资基金管理人', '深圳市', 'P1000445', '2009-08-03', '2014-04-17']
['15', '邓继军', '私募证券投资基金管理人', '深圳市', 'P1000464', '2010-09-14', '2014-04-17']
['16', '路博', '私募股权、创业投资基金管理人', '福建省', 'P1000499', '2010-07-28', '2014-04-17']
['17', '王津', '私募股权、创业投资基金管理人', '北京市', 'P1000510', '1987-10-17', '2014-04-17']
['18', '蒋国云', '私募股权、创业投资基金管理人', '深圳市', 'P1000517', '2011-04-25', '2014-04-17']
['19', '卢瑜', '私募证券投资基金管理人', '上海市', 'P1000545', '2011-07-28', '2014-04-17']
['20', '陈洪庚', '私募证券投资基金管理人', '广东省', 'P1000766', '2005-04-30', '2014-04-17']
['1', '夏晓辉', '私募证券投资基金管理人', '上海市', 'P1000767', '2013-10-25', '2014-04-17']
['2', '鲍际刚', '私募证券投资基金管理人', '深圳市', 'P1000769', '2009-05-11', '2014-04-17']
['3', '程峰', '私募股权、创业投资基金管理人', '上海市', 'P1000771', '2011-09-05', '2014-04-17']
['4', '韦杰', '私募股权、创业投资基金管理人', '江西省', 'P1000778', '2013-11-13', '2014-04-17']
['5', '王浩', '私募股权、创业投资基金管理人', '深圳市', 'P1000779', '2007-09-18', '2014-04-17']
['6', '杨金', '私募证券投资基金管理人', '北京市', 'P1000780', '2011-08-03', '2014-04-17']
['7', '李安民', '私募证券投资基金管理人', '深圳市', 'P1000781', '2013-11-05', '2014-04-17']
['8', '兰英成', '私募证券投资基金管理人', '深圳市', 'P1000787', '2010-06-24', '2014-04-17']
['9', '樊炜', '私募证券投资基金管理人', '上海市', 'P1000789', '2012-08-09', '2014-04-17']
['10', '于学昕', '私募股权、创业投资基金管理人', '天津市', 'P1000792', '2011-03-16', '2014-04-17']
['11', '张莉', '私募股权、创业投资基金管理人', '重庆市', 'P1000793', '2012-05-10', '2014-04-17']
['12', '何向东', '私募股权、创业投资基金管理人', '浙江省', 'P1000794', '2000-11-11', '2014-04-17']
['13', '舒达坤', '私募股权、创业投资基金管理人', '四川省', 'P1000795', '2011-04-15', '2014-04-17']
['14', '张树芳', '私募股权、创业投资基金管理人', '天津市', 'P1000798', '2009-03-19', '2014-04-17']
['15', '王基平', '私募股权、创业投资基金管理人', '上海市', 'P1000800', '2010-07-26', '2014-04-17']
['16', '韩宇泽', '私募股权、创业投资基金管理人', '新疆维吾尔自治区', 'P1000802', '2010-07-09', '2014-04-17']
['17', '蔡蕾', '私募股权、创业投资基金管理人', '西藏自治区', 'P1000803', '2012-11-08', '2014-04-17']
['18', '徐黎云', '其他私募投资基金管理人', '浙江省', 'P1000804', '2012-09-12', '2014-04-17']
['19', '李泉生', '私募股权、创业投资基金管理人', '江苏省', 'P1000806', '2012-02-27', '2014-04-17']
['20', '唐华', '私募股权、创业投资基金管理人', '北京市', 'P1000807', '2009-11-11', '2014-04-17']
['1', '王宇', '私募股权、创业投资基金管理人', '江苏省', 'P1000809', '2011-10-12', '2014-04-17']
['2', '康青山', '私募股权、创业投资基金管理人', '北京市', 'P1000812', '2010-04-09', '2014-04-17']
['3', '温旭伟', '私募股权、创业投资基金管理人', '天津市', 'P1000814', '2009-09-27', '2014-04-17']
